Generation: 0
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
Generation: 111
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
Generation: 112
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
Generation: 113
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
Generation: 114
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
dairy | 59724634 | -115, -46, -70, -109
Generation: 115
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
dairy | 59724634 | -115, -46, -74, -117
Generation: 116
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
glare | 5132169 | -115, -46, -74, -117
Generation: 117
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
glare | 5132169 | -129, -48, -92, -124
Generation: 118
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
angle | 3382692 | -133, -56, -98, -121
Generation: 119
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
black | 26393409 | -134, -52, -97, -124
Generation: 120
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
Generation: 121
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
Generation: 122
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
Generation: 123
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
Generation: 124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
dairy | 188160528 | -134, -52, -97, -124
